isoCode,date,ageRange,peopleVaccinatedPer100,peopleFullyVaccinatedPer100,peopleBoosterPer100
ARG,2020-11-17,90-99,0.0,0.0,0.0
ARG,2020-11-18,100+,0.0,0.0,0.0
ARG,2020-11-18,12-17,0.0,0.0,0.0
ARG,2020-11-18,18-29,0.0,0.0,0.0
ARG,2020-11-18,3-11,0.0,0.0,0.0
ARG,2020-11-18,30-39,0.0,0.0,0.0
ARG,2020-11-18,40-49,0.0,0.0,0.0
ARG,2020-11-18,50-59,0.0,0.0,0.0
ARG,2020-11-18,60-69,0.0,0.0,0.0
ARG,2020-11-18,70-79,0.0,0.0,0.0
ARG,2020-11-18,80-89,0.0,0.0,0.0
ARG,2020-11-18,90-99,0.0,0.0,0.0
ARG,2020-11-19,100+,0.0,0.0,0.0
ARG,2020-11-19,12-17,0.0,0.0,0.0
ARG,2020-11-19,18-29,0.0,0.0,0.0
ARG,2020-11-19,3-11,0.0,0.0,0.0
ARG,2020-11-19,30-39,0.0,0.0,0.0
ARG,2020-11-19,40-49,0.0,0.0,0.0
ARG,2020-11-19,50-59,0.0,0.0,0.0
ARG,2020-11-19,60-69,0.0,0.0,0.0
ARG,2020-11-19,70-79,0.0,0.0,0.0
ARG,2020-11-19,80-89,0.0,0.0,0.0
ARG,2020-11-19,90-99,0.0,0.0,0.0
ARG,2020-11-20,100+,0.0,0.0,0.0
ARG,2020-11-20,12-17,0.0,0.0,0.0
ARG,2020-11-20,18-29,0.0,0.0,0.0
ARG,2020-11-20,3-11,0.0,0.0,0.0
ARG,2020-11-20,30-39,0.0,0.0,0.0
ARG,2020-11-20,40-49,0.0,0.0,0.0
ARG,2020-11-20,50-59,0.0,0.0,0.0
ARG,2020-11-20,60-69,0.0,0.0,0.0
ARG,2020-11-20,70-79,0.0,0.0,0.0
ARG,2020-11-20,80-89,0.0,0.0,0.0
ARG,2020-11-20,90-99,0.0,0.0,0.0
ARG,2020-11-21,100+,0.0,0.0,0.0
ARG,2020-11-21,12-17,0.0,0.0,0.0
ARG,2020-11-21,18-29,0.0,0.0,0.0
ARG,2020-11-21,3-11,0.0,0.0,0.0
ARG,2020-11-21,30-39,0.0,0.0,0.0
ARG,2020-11-21,40-49,0.0,0.0,0.0
ARG,2020-11-21,50-59,0.0,0.0,0.0
ARG,2020-11-21,60-69,0.0,0.0,0.0
ARG,2020-11-21,70-79,0.0,0.0,0.0
ARG,2020-11-21,80-89,0.0,0.0,0.0
ARG,2020-11-21,90-99,0.0,0.0,0.0
ARG,2020-11-22,100+,0.0,0.0,0.0
ARG,2020-11-22,12-17,0.0,0.0,0.0
ARG,2020-11-22,18-29,0.0,0.0,0.0
ARG,2020-11-22,3-11,0.0,0.0,0.0
ARG,2020-11-22,30-39,0.0,0.0,0.0
ARG,2020-11-22,40-49,0.0,0.0,0.0
ARG,2020-11-22,50-59,0.0,0.0,0.0
ARG,2020-11-22,60-69,0.0,0.0,0.0
ARG,2020-11-22,70-79,0.0,0.0,0.0
ARG,2020-11-22,80-89,0.0,0.0,0.0
ARG,2020-11-22,90-99,0.0,0.0,0.0
ARG,2020-11-23,100+,0.0,0.0,0.0
ARG,2020-11-23,12-17,0.0,0.0,0.0
ARG,2020-11-23,18-29,0.0,0.0,0.0
ARG,2020-11-23,3-11,0.0,0.0,0.0
ARG,2020-11-23,30-39,0.0,0.0,0.0
ARG,2020-11-23,40-49,0.0,0.0,0.0
ARG,2020-11-23,50-59,0.0,0.0,0.0
ARG,2020-11-23,60-69,0.0,0.0,0.0
ARG,2020-11-23,70-79,0.0,0.0,0.0
ARG,2020-11-23,80-89,0.0,0.0,0.0
ARG,2020-11-23,90-99,0.0,0.0,0.0
ARG,2020-11-24,100+,0.0,0.0,0.0
ARG,2020-11-24,12-17,0.0,0.0,0.0
ARG,2020-11-24,18-29,0.0,0.0,0.0
ARG,2020-11-24,3-11,0.0,0.0,0.0
ARG,2020-11-24,30-39,0.0,0.0,0.0
ARG,2020-11-24,40-49,0.0,0.0,0.0
ARG,2020-11-24,50-59,0.0,0.0,0.0
ARG,2020-11-24,60-69,0.0,0.0,0.0
ARG,2020-11-24,70-79,0.0,0.0,0.0
ARG,2020-11-24,80-89,0.0,0.0,0.0
ARG,2020-11-24,90-99,0.0,0.0,0.0
ARG,2020-11-25,100+,0.0,0.0,0.0
ARG,2020-11-25,12-17,0.0,0.0,0.0
ARG,2020-11-25,18-29,0.0,0.0,0.0
ARG,2020-11-25,3-11,0.0,0.0,0.0
ARG,2020-11-25,30-39,0.0,0.0,0.0
ARG,2020-11-25,40-49,0.0,0.0,0.0
ARG,2020-11-25,50-59,0.0,0.0,0.0
ARG,2020-11-25,60-69,0.0,0.0,0.0
ARG,2020-11-25,70-79,0.0,0.0,0.0
ARG,2020-11-25,80-89,0.0,0.0,0.0
ARG,2020-11-25,90-99,0.0,0.0,0.0
ARG,2020-11-26,100+,0.0,0.0,0.0
ARG,2020-11-26,12-17,0.0,0.0,0.0
ARG,2020-11-26,18-29,0.0,0.0,0.0
ARG,2020-11-26,3-11,0.0,0.0,0.0
ARG,2020-11-26,30-39,0.0,0.0,0.0
ARG,2020-11-26,40-49,0.0,0.0,0.0
ARG,2020-11-26,50-59,0.0,0.0,0.0
ARG,2020-11-26,60-69,0.0,0.0,0.0
ARG,2020-11-26,70-79,0.0,0.0,0.0
ARG,2020-11-26,80-89,0.0,0.0,0.0
ARG,2020-11-26,90-99,0.0,0.0,0.0
ARG,2020-11-27,100+,0.0,0.0,0.0
ARG,2020-11-27,12-17,0.0,0.0,0.0
ARG,2020-11-27,18-29,0.0,0.0,0.0
ARG,2020-11-27,3-11,0.0,0.0,0.0
ARG,2020-11-27,30-39,0.0,0.0,0.0
ARG,2020-11-27,40-49,0.0,0.0,0.0
ARG,2020-11-27,50-59,0.0,0.0,0.0
ARG,2020-11-27,60-69,0.0,0.0,0.0
ARG,2020-11-27,70-79,0.0,0.0,0.0
ARG,2020-11-27,80-89,0.0,0.0,0.0
ARG,2020-11-27,90-99,0.0,0.0,0.0
ARG,2020-11-28,100+,0.0,0.0,0.0
ARG,2020-11-28,12-17,0.0,0.0,0.0
ARG,2020-11-28,18-29,0.0,0.0,0.0
ARG,2020-11-28,3-11,0.0,0.0,0.0
ARG,2020-11-28,30-39,0.0,0.0,0.0
ARG,2020-11-28,40-49,0.0,0.0,0.0
ARG,2020-11-28,50-59,0.0,0.0,0.0
ARG,2020-11-28,60-69,0.0,0.0,0.0
ARG,2020-11-28,70-79,0.0,0.0,0.0
ARG,2020-11-28,80-89,0.0,0.0,0.0
ARG,2020-11-28,90-99,0.0,0.0,0.0
ARG,2020-11-29,100+,0.0,0.0,0.0
ARG,2020-11-29,12-17,0.0,0.0,0.0
ARG,2020-11-29,18-29,0.0,0.0,0.0
ARG,2020-11-29,3-11,0.0,0.0,0.0
ARG,2020-11-29,30-39,0.0,0.0,0.0
ARG,2020-11-29,40-49,0.0,0.0,0.0
ARG,2020-11-29,50-59,0.0,0.0,0.0
ARG,2020-11-29,60-69,0.0,0.0,0.0
ARG,2020-11-29,70-79,0.0,0.0,0.0
ARG,2020-11-29,80-89,0.0,0.0,0.0
ARG,2020-11-29,90-99,0.0,0.0,0.0
ARG,2020-11-30,100+,0.0,0.0,0.0
ARG,2020-11-30,12-17,0.0,0.0,0.0
ARG,2020-11-30,18-29,0.0,0.0,0.0
ARG,2020-11-30,3-11,0.0,0.0,0.0
ARG,2020-11-30,30-39,0.0,0.0,0.0
ARG,2020-11-30,40-49,0.0,0.0,0.0
ARG,2020-11-30,50-59,0.0,0.0,0.0
ARG,2020-11-30,60-69,0.0,0.0,0.0
ARG,2020-11-30,70-79,0.0,0.0,0.0
ARG,2020-11-30,80-89,0.0,0.0,0.0
ARG,2020-11-30,90-99,0.0,0.0,0.0
ARG,2020-12-01,100+,0.0,0.0,0.0
ARG,2020-12-01,12-17,0.0,0.0,0.0
ARG,2020-12-01,18-29,0.0,0.0,0.0
ARG,2020-12-01,3-11,0.0,0.0,0.0
ARG,2020-12-01,30-39,0.0,0.0,0.0
ARG,2020-12-01,40-49,0.0,0.0,0.0
ARG,2020-12-01,50-59,0.0,0.0,0.0
ARG,2020-12-01,60-69,0.0,0.0,0.0
ARG,2020-12-01,70-79,0.0,0.0,0.0
ARG,2020-12-01,80-89,0.0,0.0,0.0
ARG,2020-12-01,90-99,0.0,0.0,0.0
ARG,2020-12-02,100+,0.0,0.0,0.0
ARG,2020-12-02,12-17,0.0,0.0,0.0
ARG,2020-12-02,18-29,0.0,0.0,0.0
ARG,2020-12-02,3-11,0.0,0.0,0.0
ARG,2020-12-02,30-39,0.0,0.0,0.0
ARG,2020-12-02,40-49,0.0,0.0,0.0
ARG,2020-12-02,50-59,0.0,0.0,0.0
ARG,2020-12-02,60-69,0.0,0.0,0.0
ARG,2020-12-02,70-79,0.0,0.0,0.0
ARG,2020-12-02,80-89,0.0,0.0,0.0
ARG,2020-12-02,90-99,0.0,0.0,0.0
ARG,2020-12-03,100+,0.0,0.0,0.0
ARG,2020-12-03,12-17,0.0,0.0,0.0
ARG,2020-12-03,18-29,0.0,0.0,0.0
ARG,2020-12-03,3-11,0.0,0.0,0.0
ARG,2020-12-03,30-39,0.0,0.0,0.0
ARG,2020-12-03,40-49,0.0,0.0,0.0
ARG,2020-12-03,50-59,0.0,0.0,0.0
ARG,2020-12-03,60-69,0.0,0.0,0.0
ARG,2020-12-03,70-79,0.0,0.0,0.0
ARG,2020-12-03,80-89,0.0,0.0,0.0
ARG,2020-12-03,90-99,0.0,0.0,0.0
ARG,2020-12-04,100+,0.0,0.0,0.0
ARG,2020-12-04,12-17,0.0,0.0,0.0
ARG,2020-12-04,18-29,0.0,0.0,0.0
ARG,2020-12-04,3-11,0.0,0.0,0.0
ARG,2020-12-04,30-39,0.0,0.0,0.0
ARG,2020-12-04,40-49,0.0,0.0,0.0
ARG,2020-12-04,50-59,0.0,0.0,0.0
ARG,2020-12-04,60-69,0.0,0.0,0.0
ARG,2020-12-04,70-79,0.0,0.0,0.0
ARG,2020-12-04,80-89,0.0,0.0,0.0
ARG,2020-12-04,90-99,0.0,0.0,0.0
ARG,2020-12-05,100+,0.0,0.0,0.0
ARG,2020-12-05,12-17,0.0,0.0,0.0
ARG,2020-12-05,18-29,0.0,0.0,0.0
ARG,2020-12-05,3-11,0.0,0.0,0.0
ARG,2020-12-05,30-39,0.0,0.0,0.0
ARG,2020-12-05,40-49,0.0,0.0,0.0
ARG,2020-12-05,50-59,0.0,0.0,0.0
ARG,2020-12-05,60-69,0.0,0.0,0.0
ARG,2020-12-05,70-79,0.0,0.0,0.0
ARG,2020-12-05,80-89,0.0,0.0,0.0
ARG,2020-12-05,90-99,0.0,0.0,0.0
ARG,2020-12-06,100+,0.0,0.0,0.0
ARG,2020-12-06,12-17,0.0,0.0,0.0
ARG,2020-12-06,18-29,0.0,0.0,0.0
ARG,2020-12-06,3-11,0.0,0.0,0.0
ARG,2020-12-06,30-39,0.0,0.0,0.0
ARG,2020-12-06,40-49,0.0,0.0,0.0
ARG,2020-12-06,50-59,0.0,0.0,0.0
ARG,2020-12-06,60-69,0.0,0.0,0.0
ARG,2020-12-06,70-79,0.0,0.0,0.0
ARG,2020-12-06,80-89,0.0,0.0,0.0
ARG,2020-12-06,90-99,0.0,0.0,0.0
ARG,2020-12-07,100+,0.0,0.0,0.0
ARG,2020-12-07,12-17,0.0,0.0,0.0
ARG,2020-12-07,18-29,0.0,0.0,0.0
ARG,2020-12-07,3-11,0.0,0.0,0.0
ARG,2020-12-07,30-39,0.0,0.0,0.0
ARG,2020-12-07,40-49,0.0,0.0,0.0
ARG,2020-12-07,50-59,0.0,0.0,0.0
ARG,2020-12-07,60-69,0.0,0.0,0.0
ARG,2020-12-07,70-79,0.0,0.0,0.0
ARG,2020-12-07,80-89,0.0,0.0,0.0
ARG,2020-12-07,90-99,0.0,0.0,0.0
ARG,2020-12-08,100+,0.0,0.0,0.0
ARG,2020-12-08,12-17,0.0,0.0,0.0
ARG,2020-12-08,18-29,0.0,0.0,0.0
ARG,2020-12-08,3-11,0.0,0.0,0.0
ARG,2020-12-08,30-39,0.0,0.0,0.0
ARG,2020-12-08,40-49,0.0,0.0,0.0
ARG,2020-12-08,50-59,0.0,0.0,0.0
ARG,2020-12-08,60-69,0.0,0.0,0.0
ARG,2020-12-08,70-79,0.0,0.0,0.0
ARG,2020-12-08,80-89,0.0,0.0,0.0
ARG,2020-12-08,90-99,0.0,0.0,0.0
ARG,2020-12-09,100+,0.0,0.0,0.0
ARG,2020-12-09,12-17,0.0,0.0,0.0
ARG,2020-12-09,18-29,0.0,0.0,0.0
ARG,2020-12-09,3-11,0.0,0.0,0.0
ARG,2020-12-09,30-39,0.0,0.0,0.0
ARG,2020-12-09,40-49,0.0,0.0,0.0
ARG,2020-12-09,50-59,0.0,0.0,0.0
ARG,2020-12-09,60-69,0.0,0.0,0.0
ARG,2020-12-09,70-79,0.0,0.0,0.0
ARG,2020-12-09,80-89,0.0,0.0,0.0
ARG,2020-12-09,90-99,0.0,0.0,0.0
ARG,2020-12-10,100+,0.0,0.0,0.0
ARG,2020-12-10,12-17,0.0,0.0,0.0
ARG,2020-12-10,18-29,0.0,0.0,0.0
ARG,2020-12-10,3-11,0.0,0.0,0.0
ARG,2020-12-10,30-39,0.0,0.0,0.0
ARG,2020-12-10,40-49,0.0,0.0,0.0
ARG,2020-12-10,50-59,0.0,0.0,0.0
ARG,2020-12-10,60-69,0.0,0.0,0.0
ARG,2020-12-10,70-79,0.0,0.0,0.0
ARG,2020-12-10,80-89,0.0,0.0,0.0
ARG,2020-12-10,90-99,0.0,0.0,0.0
ARG,2020-12-11,100+,0.0,0.0,0.0
ARG,2020-12-11,12-17,0.0,0.0,0.0
ARG,2020-12-11,18-29,0.0,0.0,0.0
ARG,2020-12-11,3-11,0.0,0.0,0.0
ARG,2020-12-11,30-39,0.0,0.0,0.0
ARG,2020-12-11,40-49,0.0,0.0,0.0
ARG,2020-12-11,50-59,0.0,0.0,0.0
ARG,2020-12-11,60-69,0.0,0.0,0.0
ARG,2020-12-11,70-79,0.0,0.0,0.0
ARG,2020-12-11,80-89,0.0,0.0,0.0
ARG,2020-12-11,90-99,0.0,0.0,0.0
ARG,2020-12-12,100+,0.0,0.0,0.0
ARG,2020-12-12,12-17,0.0,0.0,0.0
ARG,2020-12-12,18-29,0.0,0.0,0.0
ARG,2020-12-12,3-11,0.0,0.0,0.0
ARG,2020-12-12,30-39,0.0,0.0,0.0
ARG,2020-12-12,40-49,0.0,0.0,0.0
ARG,2020-12-12,50-59,0.0,0.0,0.0
ARG,2020-12-12,60-69,0.0,0.0,0.0
ARG,2020-12-12,70-79,0.0,0.0,0.0
ARG,2020-12-12,80-89,0.0,0.0,0.0
ARG,2020-12-12,90-99,0.0,0.0,0.0
ARG,2020-12-13,100+,0.0,0.0,0.0
ARG,2020-12-13,12-17,0.0,0.0,0.0
ARG,2020-12-13,18-29,0.0,0.0,0.0
ARG,2020-12-13,3-11,0.0,0.0,0.0
ARG,2020-12-13,30-39,0.0,0.0,0.0
ARG,2020-12-13,40-49,0.0,0.0,0.0
ARG,2020-12-13,50-59,0.0,0.0,0.0
ARG,2020-12-13,60-69,0.0,0.0,0.0
ARG,2020-12-13,70-79,0.0,0.0,0.0
ARG,2020-12-13,80-89,0.0,0.0,0.0
ARG,2020-12-13,90-99,0.0,0.0,0.0
ARG,2020-12-14,100+,0.0,0.0,0.0
ARG,2020-12-14,12-17,0.0,0.0,0.0
ARG,2020-12-14,18-29,0.0,0.0,0.0
ARG,2020-12-14,3-11,0.0,0.0,0.0
ARG,2020-12-14,30-39,0.0,0.0,0.0
ARG,2020-12-14,40-49,0.0,0.0,0.0
ARG,2020-12-14,50-59,0.0,0.0,0.0
ARG,2020-12-14,60-69,0.0,0.0,0.0
ARG,2020-12-14,70-79,0.0,0.0,0.0
ARG,2020-12-14,80-89,0.0,0.0,0.0
ARG,2020-12-14,90-99,0.0,0.0,0.0
ARG,2020-12-15,100+,0.0,0.0,0.0
ARG,2020-12-15,12-17,0.0,0.0,0.0
ARG,2020-12-15,18-29,0.0,0.0,0.0
ARG,2020-12-15,3-11,0.0,0.0,0.0
ARG,2020-12-15,30-39,0.0,0.0,0.0
ARG,2020-12-15,40-49,0.0,0.0,0.0
ARG,2020-12-15,50-59,0.0,0.0,0.0
ARG,2020-12-15,60-69,0.0,0.0,0.0
ARG,2020-12-15,70-79,0.0,0.0,0.0
ARG,2020-12-15,80-89,0.0,0.0,0.0
ARG,2020-12-15,90-99,0.0,0.0,0.0
ARG,2020-12-16,100+,0.0,0.0,0.0
ARG,2020-12-16,12-17,0.0,0.0,0.0
ARG,2020-12-16,18-29,0.0,0.0,0.0
ARG,2020-12-16,3-11,0.0,0.0,0.0
ARG,2020-12-16,30-39,0.0,0.0,0.0
ARG,2020-12-16,40-49,0.0,0.0,0.0
ARG,2020-12-16,50-59,0.0,0.0,0.0
ARG,2020-12-16,60-69,0.0,0.0,0.0
ARG,2020-12-16,70-79,0.0,0.0,0.0
ARG,2020-12-16,80-89,0.0,0.0,0.0
ARG,2020-12-16,90-99,0.0,0.0,0.0
ARG,2020-12-17,100+,0.0,0.0,0.0
ARG,2020-12-17,12-17,0.0,0.0,0.0
ARG,2020-12-17,18-29,0.0,0.0,0.0
ARG,2020-12-17,3-11,0.0,0.0,0.0
ARG,2020-12-17,30-39,0.0,0.0,0.0
ARG,2020-12-17,40-49,0.0,0.0,0.0
ARG,2020-12-17,50-59,0.0,0.0,0.0
ARG,2020-12-17,60-69,0.0,0.0,0.0
ARG,2020-12-17,70-79,0.0,0.0,0.0
ARG,2020-12-17,80-89,0.0,0.0,0.0
ARG,2020-12-17,90-99,0.0,0.0,0.0
ARG,2020-12-18,100+,0.0,0.0,0.0
ARG,2020-12-18,12-17,0.0,0.0,0.0
ARG,2020-12-18,18-29,0.0,0.0,0.0
ARG,2020-12-18,3-11,0.0,0.0,0.0
ARG,2020-12-18,30-39,0.0,0.0,0.0
ARG,2020-12-18,40-49,0.0,0.0,0.0
ARG,2020-12-18,50-59,0.0,0.0,0.0
ARG,2020-12-18,60-69,0.0,0.0,0.0
ARG,2020-12-18,70-79,0.0,0.0,0.0
ARG,2020-12-18,80-89,0.0,0.0,0.0
ARG,2020-12-18,90-99,0.0,0.0,0.0
ARG,2020-12-19,100+,0.0,0.0,0.0
ARG,2020-12-19,12-17,0.0,0.0,0.0
ARG,2020-12-19,18-29,0.0,0.0,0.0
ARG,2020-12-19,3-11,0.0,0.0,0.0
ARG,2020-12-19,30-39,0.0,0.0,0.0
ARG,2020-12-19,40-49,0.0,0.0,0.0
ARG,2020-12-19,50-59,0.0,0.0,0.0
ARG,2020-12-19,60-69,0.0,0.0,0.0
ARG,2020-12-19,70-79,0.0,0.0,0.0
ARG,2020-12-19,80-89,0.0,0.0,0.0
ARG,2020-12-19,90-99,0.0,0.0,0.0
ARG,2020-12-20,100+,0.0,0.0,0.0
ARG,2020-12-20,12-17,0.0,0.0,0.0
ARG,2020-12-20,18-29,0.0,0.0,0.0
ARG,2020-12-20,3-11,0.0,0.0,0.0
ARG,2020-12-20,30-39,0.0,0.0,0.0
ARG,2020-12-20,40-49,0.0,0.0,0.0
ARG,2020-12-20,50-59,0.0,0.0,0.0
ARG,2020-12-20,60-69,0.0,0.0,0.0
ARG,2020-12-20,70-79,0.0,0.0,0.0
ARG,2020-12-20,80-89,0.0,0.0,0.0
ARG,2020-12-20,90-99,0.0,0.0,0.0
ARG,2020-12-21,100+,0.0,0.0,0.0
ARG,2020-12-21,12-17,0.0,0.0,0.0
ARG,2020-12-21,18-29,0.0,0.0,0.0
ARG,2020-12-21,3-11,0.0,0.0,0.0
ARG,2020-12-21,30-39,0.0,0.0,0.0
ARG,2020-12-21,40-49,0.0,0.0,0.0
ARG,2020-12-21,50-59,0.0,0.0,0.0
ARG,2020-12-21,60-69,0.0,0.0,0.0
ARG,2020-12-21,70-79,0.0,0.0,0.0
ARG,2020-12-21,80-89,0.0,0.0,0.0
ARG,2020-12-21,90-99,0.0,0.0,0.0
ARG,2020-12-22,100+,0.0,0.0,0.0
ARG,2020-12-22,12-17,0.0,0.0,0.0
ARG,2020-12-22,18-29,0.0,0.0,0.0
ARG,2020-12-22,3-11,0.0,0.0,0.0
ARG,2020-12-22,30-39,0.0,0.0,0.0
ARG,2020-12-22,40-49,0.0,0.0,0.0
ARG,2020-12-22,50-59,0.0,0.0,0.0
ARG,2020-12-22,60-69,0.0,0.0,0.0
ARG,2020-12-22,70-79,0.0,0.0,0.0
ARG,2020-12-22,80-89,0.0,0.0,0.0
ARG,2020-12-22,90-99,0.0,0.0,0.0
ARG,2020-12-23,100+,0.0,0.0,0.0
ARG,2020-12-23,12-17,0.0,0.0,0.0
ARG,2020-12-23,18-29,0.0,0.0,0.0
ARG,2020-12-23,3-11,0.0,0.0,0.0
ARG,2020-12-23,30-39,0.0,0.0,0.0
ARG,2020-12-23,40-49,0.0,0.0,0.0
ARG,2020-12-23,50-59,0.0,0.0,0.0
ARG,2020-12-23,60-69,0.0,0.0,0.0
ARG,2020-12-23,70-79,0.0,0.0,0.0
ARG,2020-12-23,80-89,0.0,0.0,0.0
ARG,2020-12-23,90-99,0.0,0.0,0.0
ARG,2020-12-24,100+,0.0,0.0,0.0
ARG,2020-12-24,12-17,0.0,0.0,0.0
ARG,2020-12-24,18-29,0.0,0.0,0.0
ARG,2020-12-24,3-11,0.0,0.0,0.0
ARG,2020-12-24,30-39,0.0,0.0,0.0
ARG,2020-12-24,40-49,0.0,0.0,0.0
ARG,2020-12-24,50-59,0.0,0.0,0.0
ARG,2020-12-24,60-69,0.0,0.0,0.0
ARG,2020-12-24,70-79,0.0,0.0,0.0
ARG,2020-12-24,80-89,0.0,0.0,0.0
ARG,2020-12-24,90-99,0.0,0.0,0.0
ARG,2020-12-25,100+,0.0,0.0,0.0
ARG,2020-12-25,12-17,0.0,0.0,0.0
ARG,2020-12-25,18-29,0.0,0.0,0.0
ARG,2020-12-25,3-11,0.0,0.0,0.0
ARG,2020-12-25,30-39,0.0,0.0,0.0
ARG,2020-12-25,40-49,0.0,0.0,0.0
ARG,2020-12-25,50-59,0.0,0.0,0.0
ARG,2020-12-25,60-69,0.0,0.0,0.0
ARG,2020-12-25,70-79,0.0,0.0,0.0
ARG,2020-12-25,80-89,0.0,0.0,0.0
ARG,2020-12-25,90-99,0.0,0.0,0.0
ARG,2020-12-26,100+,0.0,0.0,0.0
ARG,2020-12-26,12-17,0.0,0.0,0.0
ARG,2020-12-26,18-29,0.0,0.0,0.0
ARG,2020-12-26,3-11,0.0,0.0,0.0
ARG,2020-12-26,30-39,0.0,0.0,0.0
ARG,2020-12-26,40-49,0.0,0.0,0.0
ARG,2020-12-26,50-59,0.0,0.0,0.0
ARG,2020-12-26,60-69,0.0,0.0,0.0
ARG,2020-12-26,70-79,0.0,0.0,0.0
ARG,2020-12-26,80-89,0.0,0.0,0.0
ARG,2020-12-26,90-99,0.0,0.0,0.0
ARG,2020-12-27,100+,0.0,0.0,0.0
ARG,2020-12-27,12-17,0.0,0.0,0.0
ARG,2020-12-27,18-29,0.0,0.0,0.0
ARG,2020-12-27,3-11,0.0,0.0,0.0
ARG,2020-12-27,30-39,0.0,0.0,0.0
ARG,2020-12-27,40-49,0.0,0.0,0.0
ARG,2020-12-27,50-59,0.0,0.0,0.0
ARG,2020-12-27,60-69,0.0,0.0,0.0
ARG,2020-12-27,70-79,0.0,0.0,0.0
ARG,2020-12-27,80-89,0.0,0.0,0.0
ARG,2020-12-27,90-99,0.0,0.0,0.0
ARG,2020-12-28,100+,0.0,0.0,0.0
ARG,2020-12-28,12-17,0.0,0.0,0.0
ARG,2020-12-28,18-29,0.0,0.0,0.0
ARG,2020-12-28,3-11,0.0,0.0,0.0
ARG,2020-12-28,30-39,0.0,0.0,0.0
ARG,2020-12-28,40-49,0.0,0.0,0.0
ARG,2020-12-28,50-59,0.0,0.0,0.0
ARG,2020-12-28,60-69,0.0,0.0,0.0
ARG,2020-12-28,70-79,0.0,0.0,0.0
ARG,2020-12-28,80-89,0.0,0.0,0.0
ARG,2020-12-28,90-99,0.0,0.0,0.0
ARG,2024-01-28,100+,113.85,92.01,129.01
ARG,2024-01-28,12-17,92.05,65.22,44.05
ARG,2024-01-28,18-29,98.03,83.78,56.13
ARG,2024-01-28,3-11,84.76,68.01,15.06
ARG,2024-01-28,30-39,100.02,90.03,78.05
ARG,2024-01-28,40-49,99.45,90.64,100.17
ARG,2024-01-28,50-59,97.1,79.87,117.12
ARG,2024-01-28,60-69,99.71,77.02,145.27
ARG,2024-01-28,70-79,97.9,83.98,162.9
ARG,2024-01-28,80-89,93.22,86.48,141.16
ARG,2024-01-28,90-99,83.02,76.66,117.33
CYP,2021-01-01,18-24,0.01,0.0,0.0
CYP,2021-01-01,25-49,0.02,0.0,0.0
CYP,2021-01-01,50-59,0.02,0.0,0.0
CYP,2021-01-01,60-69,0.04,0.0,0.0
CYP,2021-01-01,70-79,0.04,0.0,0.0
CYP,2021-01-01,80+,0.61,0.0,0.0
CYP,2023-02-24,0-4,0.0,0.01,0.0
CYP,2023-02-24,10-14,34.42,32.44,0.99
CYP,2023-02-24,15-17,60.27,59.31,3.37
CYP,2023-02-24,18-24,79.74,76.86,40.78
CYP,2023-02-24,25-49,83.75,82.34,58.87
CYP,2023-02-24,5-9,9.23,8.28,0.02
CYP,2023-02-24,50-59,86.96,86.16,73.98
CYP,2023-02-24,60-69,90.43,89.68,82.28
CYP,2023-02-24,70-79,94.79,93.51,89.9
CYP,2023-02-24,80+,94.72,91.42,84.09
CYP,2023-03-03,0-4,0.0,0.01,0.0
CYP,2023-03-03,10-14,34.42,32.44,1.0
CYP,2023-03-03,15-17,60.27,59.31,3.37
CYP,2023-03-03,18-24,79.77,76.87,40.79
CYP,2023-03-03,25-49,83.76,82.34,58.88
CYP,2023-03-03,5-9,9.23,8.29,0.02
CYP,2023-03-03,50-59,86.96,86.16,73.98
CYP,2023-03-03,60-69,90.43,89.68,82.28
CYP,2023-03-03,70-79,94.79,93.51,89.9
CYP,2023-03-03,80+,94.72,91.42,84.09
CYP,2023-03-10,0-4,0.0,0.01,0.0
CYP,2023-03-10,10-14,34.42,32.44,1.0
CYP,2023-03-10,15-17,60.27,59.31,3.37
CYP,2023-03-10,18-24,79.8,76.87,40.79
CYP,2023-03-10,25-49,83.78,82.34,58.88
CYP,2023-03-10,5-9,9.23,8.29,0.02
CYP,2023-03-10,50-59,86.96,86.16,73.98
CYP,2023-03-10,60-69,90.43,89.68,82.28
CYP,2023-03-10,70-79,94.79,93.51,89.9
CYP,2023-03-10,80+,94.72,91.42,84.09
CYP,2023-03-17,0-4,0.01,0.01,0.0
CYP,2023-03-17,10-14,34.42,32.44,1.0
CYP,2023-03-17,15-17,60.27,59.31,3.37
CYP,2023-03-17,18-24,79.84,76.87,40.8
CYP,2023-03-17,25-49,83.78,82.35,58.88
CYP,2023-03-17,5-9,9.23,8.29,0.02
CYP,2023-03-17,50-59,86.96,86.16,73.99
CYP,2023-03-17,60-69,90.43,89.68,82.28
CYP,2023-03-17,70-79,94.79,93.51,89.9
CYP,2023-03-17,80+,94.72,91.42,84.09
CYP,2023-03-24,0-4,0.01,0.01,0.0
CYP,2023-03-24,10-14,34.42,32.44,1.0
CYP,2023-03-24,15-17,60.27,59.31,3.37
CYP,2023-03-24,18-24,79.86,76.87,40.8
CYP,2023-03-24,25-49,83.8,82.35,58.89
CYP,2023-03-24,5-9,9.23,8.29,0.02
CYP,2023-03-24,50-59,86.96,86.16,73.99
CYP,2023-03-24,60-69,90.43,89.68,82.28
CYP,2023-03-24,70-79,94.79,93.51,89.9
