isoCode,stateName,date,totalDistributed,peopleVaccinated,peopleFullyVaccinated,peopleBooster
USA,Alabama,2021-01-12,377025.0,70861.0,7270.0,
USA,Alabama,2021-01-13,378975.0,74792.0,9245.0,
USA,Alabama,2021-01-14,435350.0,80480.0,,
USA,Alabama,2021-01-15,444650.0,86956.0,13488.0,
USA,Alabama,2021-01-16,,,,
USA,Alabama,2021-01-17,,,,
USA,Alabama,2021-01-18,,,,
USA,Alabama,2021-01-19,444650.0,114319.0,16346.0,
USA,Alabama,2021-01-20,483275.0,121113.0,17956.0,
USA,Alabama,2021-01-21,493125.0,144429.0,21345.0,
USA,Alabama,2021-01-22,519525.0,174317.0,24840.0,
USA,Alabama,2021-01-23,521225.0,193955.0,27422.0,
USA,Alabama,2021-01-24,521225.0,213833.0,29736.0,
USA,Alabama,2021-01-25,521225.0,220464.0,29978.0,
USA,Alabama,2021-01-26,569000.0,223854.0,30933.0,
USA,Alabama,2021-01-27,634000.0,232633.0,33595.0,
USA,Alabama,2021-01-28,655275.0,241337.0,37431.0,
USA,Alabama,2021-01-29,659400.0,256601.0,44073.0,
USA,Alabama,2021-01-30,659400.0,288368.0,53742.0,
USA,Alabama,2021-01-31,659400.0,298301.0,55331.0,
USA,Alabama,2021-02-01,659400.0,301628.0,56308.0,
USA,Alabama,2021-02-02,680550.0,312711.0,58825.0,
USA,Alabama,2021-02-03,765150.0,324998.0,62990.0,
USA,Alabama,2021-02-04,799675.0,338845.0,69155.0,
USA,Alabama,2021-02-05,799875.0,353522.0,76603.0,
USA,Alabama,2021-02-06,804100.0,370275.0,84278.0,
USA,Alabama,2021-02-07,804100.0,375567.0,86141.0,
USA,Alabama,2021-02-08,804100.0,378514.0,88453.0,
USA,Alabama,2021-02-09,823600.0,395196.0,95033.0,
USA,Alabama,2021-02-10,861175.0,412462.0,102520.0,
USA,Alabama,2021-02-11,911875.0,431259.0,111036.0,
USA,Alabama,2021-02-12,936200.0,448071.0,122019.0,
USA,Alabama,2021-02-13,963600.0,467032.0,133029.0,
USA,Alabama,2021-02-14,965550.0,474065.0,137032.0,
USA,Alabama,2021-02-15,,,,
USA,Alabama,2021-02-16,1015775.0,486206.0,149288.0,
USA,Alabama,2021-02-17,1032175.0,494424.0,154341.0,
USA,Alabama,2021-02-18,1032175.0,505660.0,165104.0,
USA,Alabama,2021-02-19,1077600.0,545431.0,192304.0,
USA,Alabama,2021-02-20,1078800.0,560968.0,214512.0,
USA,Alabama,2021-02-21,1082100.0,567505.0,219639.0,
USA,Alabama,2021-02-22,1082100.0,583741.0,228101.0,
USA,Alabama,2021-02-23,1084440.0,593936.0,239425.0,
USA,Alabama,2021-02-24,1138650.0,604602.0,253615.0,
USA,Alabama,2021-02-25,1170120.0,615100.0,268465.0,
USA,Alabama,2021-02-26,1380380.0,627063.0,286095.0,
USA,Alabama,2021-02-27,1402180.0,643208.0,307868.0,
USA,Alabama,2021-02-28,1402280.0,649745.0,313290.0,
USA,Alabama,2021-03-01,1402280.0,653309.0,316073.0,
USA,Alabama,2021-03-02,1461320.0,663187.0,330046.0,
USA,Alabama,2021-03-03,1469100.0,674810.0,346841.0,
USA,Alabama,2021-03-04,1530470.0,688791.0,365456.0,
USA,Alabama,2021-03-05,1556460.0,704173.0,383078.0,
USA,Alabama,2021-03-06,1628350.0,721109.0,402061.0,
USA,Alabama,2021-03-07,1628350.0,727681.0,406723.0,
USA,Alabama,2021-03-08,1628350.0,732967.0,409937.0,
USA,Alabama,2021-03-09,1689050.0,747268.0,420083.0,
USA,Alabama,2021-03-10,1775660.0,768502.0,435018.0,
USA,Alabama,2021-03-11,1816230.0,790864.0,452746.0,
USA,Alabama,2021-03-12,1838400.0,816418.0,472325.0,
USA,Alabama,2021-03-13,1918560.0,841394.0,492755.0,
USA,Alabama,2021-03-14,1918560.0,849337.0,497653.0,
USA,Alabama,2021-03-15,1918560.0,854302.0,501344.0,
USA,Alabama,2021-03-16,2004160.0,871536.0,511869.0,
USA,Alabama,2021-03-17,2080870.0,893767.0,523649.0,
USA,Alabama,2021-03-18,2118650.0,912663.0,533375.0,
USA,Alabama,2021-03-19,2141210.0,937614.0,547257.0,
USA,Alabama,2021-03-20,2177880.0,960539.0,561254.0,
USA,Alabama,2021-03-21,2177880.0,968459.0,566632.0,
USA,Alabama,2021-03-22,2177880.0,972986.0,569127.0,
USA,Alabama,2021-03-23,2275030.0,994253.0,579598.0,
USA,Alabama,2021-03-24,2403720.0,1019858.0,589979.0,
USA,Alabama,2021-03-25,2459980.0,1048838.0,600666.0,
USA,Alabama,2021-03-26,2497410.0,1072623.0,611694.0,
USA,Alabama,2021-03-27,2535880.0,1098597.0,623385.0,
USA,Alabama,2021-03-28,2537050.0,1108253.0,628500.0,
USA,Alabama,2021-03-29,2537050.0,1113924.0,631388.0,
USA,Alabama,2021-03-30,2722700.0,1134739.0,643450.0,
USA,Alabama,2021-03-31,2796630.0,1155139.0,656899.0,
USA,Alabama,2021-04-01,2839540.0,1184284.0,673773.0,
USA,Alabama,2021-04-02,2872410.0,1211424.0,691082.0,
USA,Alabama,2021-04-03,2891780.0,1234131.0,705197.0,
USA,Alabama,2021-04-04,2892950.0,1242706.0,709849.0,
USA,Alabama,2021-04-05,2892950.0,1248029.0,711596.0,
USA,Alabama,2021-04-06,3106870.0,1267859.0,725270.0,
USA,Alabama,2021-04-07,3149910.0,1291487.0,744961.0,
USA,Alabama,2021-04-08,3170520.0,1317995.0,764450.0,
USA,Alabama,2021-04-09,3248260.0,1344658.0,788325.0,
USA,Alabama,2021-04-10,3278980.0,1371201.0,811323.0,
USA,Alabama,2021-04-11,3278980.0,1382951.0,819550.0,
USA,Alabama,2021-04-12,3278980.0,1389598.0,824052.0,
USA,Alabama,2021-04-13,3358930.0,1407463.0,844353.0,
USA,Alabama,2021-04-14,3493380.0,1426530.0,868550.0,
USA,Alabama,2021-04-15,3516420.0,1442051.0,893002.0,
USA,Alabama,2021-04-16,3531670.0,1459377.0,915654.0,
USA,Alabama,2021-04-17,3664640.0,1476162.0,935377.0,
USA,Alabama,2021-04-18,3664740.0,1481314.0,943129.0,
USA,Alabama,2021-04-19,3664740.0,1483779.0,946333.0,
USA,Alabama,2021-04-20,3761730.0,1494421.0,966251.0,
USA,Alabama,2021-04-21,3796070.0,1507116.0,987379.0,
USA,Alabama,2021-04-22,3825010.0,1518928.0,1010415.0,
USA,Alabama,2021-04-23,3898820.0,1531741.0,1033996.0,
USA,Alabama,2021-04-24,3960530.0,1543544.0,1054863.0,
USA,Alabama,2021-04-25,3960530.0,1546659.0,1062524.0,
USA,Alabama,2021-04-26,3960530.0,1549782.0,1066659.0,
USA,Alabama,2021-04-27,4009430.0,1558652.0,1079815.0,
USA,Alabama,2021-04-28,4033570.0,1568315.0,1098820.0,
USA,Alabama,2021-04-29,4042070.0,1579093.0,1121348.0,
USA,Alabama,2021-04-30,4088030.0,1589518.0,1143488.0,
USA,Alabama,2021-05-01,4130550.0,1599130.0,1161725.0,
USA,Alabama,2021-05-02,4130550.0,1601433.0,1165479.0,
USA,Alabama,2021-05-03,4130550.0,1603454.0,1168235.0,
USA,Alabama,2021-05-04,4145390.0,1609919.0,1179793.0,
USA,Alabama,2021-05-05,4187860.0,1618791.0,1199064.0,
USA,Alabama,2021-05-06,4225140.0,1619783.0,1201303.0,
USA,Alabama,2021-05-07,4241420.0,1636710.0,1240335.0,
USA,Alabama,2021-05-08,4277330.0,1649688.0,1263965.0,
USA,Alabama,2021-05-09,4277330.0,1654267.0,1270858.0,
USA,Alabama,2021-05-10,4277330.0,1657672.0,1273670.0,
USA,Alabama,2021-05-11,4295160.0,1658191.0,1273999.0,
USA,Alabama,2021-05-12,4311320.0,1664353.0,1286565.0,
USA,Alabama,2021-05-13,4322400.0,1678119.0,1314534.0,
USA,Alabama,2021-05-14,4348790.0,1687875.0,1334176.0,
USA,Alabama,2021-05-15,4373130.0,1697289.0,1348023.0,
USA,Alabama,2021-05-16,4373130.0,1699751.0,1350643.0,
USA,Alabama,2021-05-17,4373130.0,1699915.0,1350830.0,
USA,Alabama,2021-05-18,4389040.0,1709333.0,1362380.0,
USA,Alabama,2021-05-19,4393980.0,1709761.0,1362834.0,
USA,Alabama,2021-05-20,4415280.0,1725694.0,1382327.0,
USA,Alabama,2021-05-21,4449370.0,1727437.0,1387356.0,
USA,Alabama,2021-05-22,4476640.0,1736645.0,1396990.0,
USA,Alabama,2021-05-23,4476640.0,1746820.0,1407769.0,
USA,Alabama,2021-05-24,4476640.0,1747012.0,1407917.0,
USA,Alabama,2021-05-25,4484660.0,1754294.0,1415771.0,
USA,Alabama,2021-05-26,4501400.0,1757607.0,1419599.0,
USA,Alabama,2021-05-27,4520480.0,1758850.0,1423605.0,
USA,Alabama,2021-05-28,4523700.0,1763553.0,1429238.0,
USA,Alabama,2021-05-29,4578590.0,1765515.0,1431669.0,
USA,Alabama,2021-05-30,4578590.0,1766055.0,1432446.0,
USA,Alabama,2021-05-31,,,,
USA,Alabama,2021-06-01,4578590.0,1766784.0,1433267.0,
USA,Alabama,2021-06-02,4583270.0,1768055.0,1435324.0,
USA,Alabama,2021-06-03,4597950.0,1768288.0,1435719.0,
USA,Alabama,2021-06-04,4606930.0,1771964.0,1440101.0,
USA,Alabama,2021-06-05,4637330.0,1772245.0,1440289.0,
USA,Alabama,2021-06-06,4637330.0,1773379.0,1441834.0,
USA,Alabama,2021-06-07,4637330.0,1774139.0,1442775.0,
USA,Alabama,2021-06-08,4646130.0,1774535.0,1443230.0,
USA,Alabama,2021-06-09,4646550.0,1776278.0,1445608.0,
USA,Alabama,2021-06-10,4648150.0,1787017.0,1460230.0,
USA,Alabama,2021-06-11,4658570.0,1793119.0,1468898.0,
USA,Alabama,2021-06-12,4678220.0,1805486.0,1485108.0,
USA,Alabama,2021-06-13,4678220.0,1810074.0,1490848.0,
USA,Alabama,2021-06-14,4678220.0,1815885.0,1499941.0,
USA,Alabama,2021-06-15,4686280.0,1816769.0,1501171.0,
USA,Alabama,2021-06-16,4692070.0,1822146.0,1508504.0,
USA,Alabama,2021-06-17,4726010.0,1898131.0,1546119.0,
USA,Alabama,2021-06-18,4734100.0,1898704.0,1546983.0,
USA,Alabama,2021-06-19,4758560.0,1909005.0,1558881.0,
USA,Alabama,2021-06-20,4758560.0,1913032.0,1562192.0,
USA,Alabama,2021-06-21,4758560.0,1915122.0,1563573.0,
USA,Alabama,2021-06-22,4759120.0,1918334.0,1566908.0,
USA,Alabama,2021-06-23,4767580.0,1922707.0,1570452.0,
USA,Alabama,2021-06-24,4769800.0,1928656.0,1574676.0,
USA,Alabama,2021-06-25,4783230.0,1928903.0,1574934.0,
USA,Alabama,2021-06-26,4801760.0,1933773.0,1578780.0,
USA,Alabama,2021-06-27,4801760.0,1941681.0,1584456.0,
USA,Alabama,2021-06-28,4801760.0,1948135.0,1590001.0,
USA,Alabama,2021-06-29,4810050.0,1953410.0,1594040.0,
USA,Alabama,2021-06-30,4813050.0,1954166.0,1594625.0,
USA,Alabama,2021-07-01,4825450.0,1962745.0,1601802.0,
USA,Alabama,2021-07-02,4836250.0,1962952.0,1602022.0,
USA,Alabama,2021-07-03,4845190.0,1969834.0,1612803.0,
USA,Alabama,2021-07-04,4845190.0,1969971.0,1612913.0,
USA,Alabama,2021-07-05,,,,
USA,Alabama,2021-07-06,4845190.0,1976343.0,1617584.0,
USA,Alabama,2021-07-07,4845190.0,1978951.0,1619647.0,
USA,Alabama,2021-07-08,4866130.0,1982250.0,1623114.0,
USA,Alabama,2021-07-09,4872940.0,1985582.0,1626323.0,
USA,Alabama,2021-07-10,4884130.0,1988956.0,1629745.0,
USA,Alabama,2021-07-11,4884130.0,1992957.0,1633408.0,
USA,Alabama,2021-07-12,4884130.0,1993099.0,1633505.0,
USA,Alabama,2021-07-13,4885650.0,2000752.0,1638866.0,
USA,Alabama,2021-07-14,4893240.0,2000914.0,1639032.0,
USA,Alabama,2021-07-15,4895780.0,2009200.0,1645083.0,
USA,Alabama,2021-07-16,4904730.0,2013559.0,1647995.0,
USA,Alabama,2021-07-17,4912720.0,2013853.0,1648172.0,
USA,Alabama,2021-07-18,4912720.0,2018807.0,1651404.0,
USA,Alabama,2021-07-19,4919470.0,2022782.0,1653604.0,
USA,Alabama,2021-07-20,4928670.0,2024953.0,1654644.0,
USA,Alabama,2021-07-21,4935470.0,2034814.0,1659775.0,
USA,Alabama,2021-07-22,4945380.0,2041288.0,1662812.0,
USA,Alabama,2021-07-23,4979270.0,2041597.0,1663031.0,
USA,Alabama,2021-07-24,5001210.0,2048890.0,1665751.0,
USA,Alabama,2021-07-25,5001210.0,2058672.0,1668818.0,
USA,Alabama,2021-07-26,5001210.0,2067533.0,1671098.0,
USA,Alabama,2021-07-27,5015500.0,2073358.0,1672423.0,
USA,Alabama,2021-07-28,5031270.0,2092767.0,1677048.0,
USA,Alabama,2021-07-29,5050560.0,2093242.0,1677279.0,
USA,Alabama,2021-07-30,5092510.0,2116551.0,1683367.0,
USA,Alabama,2021-07-31,5159890.0,2117044.0,1683584.0,
USA,Alabama,2021-08-01,5159890.0,2130105.0,1687404.0,
USA,Alabama,2021-08-02,5159890.0,2130309.0,1687444.0,
USA,Alabama,2021-08-03,5167970.0,2154479.0,1693504.0,
USA,Alabama,2021-08-04,5201860.0,2164048.0,1696031.0,
USA,Alabama,2021-08-05,5220840.0,2168426.0,1697144.0,
USA,Alabama,2021-08-06,5262690.0,2192650.0,1703519.0,
USA,Alabama,2021-08-07,5330000.0,2207345.0,1707895.0,
USA,Alabama,2021-08-08,5330000.0,2207724.0,1708026.0,
USA,Alabama,2021-08-09,5330000.0,2217468.0,1711014.0,
USA,Alabama,2021-08-10,5358370.0,2231388.0,1715676.0,
USA,Alabama,2021-08-11,5389260.0,2233401.0,1716368.0,
USA,Alabama,2021-08-12,5418340.0,2245275.0,1720455.0,
USA,Alabama,2021-08-13,5539910.0,2256357.0,1725039.0,
USA,Alabama,2021-08-14,5554810.0,2260327.0,1726776.0,
USA,Alabama,2021-08-15,5554810.0,2275050.0,1734722.0,
USA,Alabama,2021-08-16,5554810.0,2289141.0,1743610.0,
USA,Alabama,2021-08-17,5581220.0,2295863.0,1748529.0,
USA,Alabama,2021-08-18,5631430.0,2302598.0,1752243.0,
USA,Alabama,2021-08-19,5688310.0,2312990.0,1759489.0,
USA,Alabama,2021-08-20,5789070.0,2330695.0,1770725.0,
USA,Alabama,2021-08-21,5863360.0,2340782.0,1777585.0,
USA,Alabama,2021-08-22,5863220.0,2345934.0,1781590.0,
USA,Alabama,2021-08-23,5863220.0,2358550.0,1793712.0,
USA,Alabama,2021-08-24,5863220.0,2368289.0,1802279.0,
USA,Alabama,2021-08-25,5889060.0,2370282.0,1803904.0,
USA,Alabama,2021-08-26,5962240.0,2380869.0,1813256.0,
USA,Alabama,2021-08-27,6045390.0,2399704.0,1838347.0,
USA,Alabama,2021-08-28,6085890.0,2415007.0,1850031.0,
USA,Alabama,2021-08-29,6102830.0,2426453.0,1860445.0,
USA,Alabama,2021-08-30,6102130.0,2432879.0,1868344.0,
USA,Alabama,2021-08-31,6127400.0,2442247.0,1880276.0,
USA,Alabama,2021-09-01,6151970.0,2444342.0,1882050.0,
USA,Alabama,2021-09-02,6218000.0,2452547.0,1891063.0,
USA,Alabama,2021-09-03,6259550.0,2461343.0,1900876.0,
USA,Alabama,2021-09-04,6294440.0,2474109.0,1915710.0,
USA,Alabama,2021-09-05,,,,
USA,Alabama,2021-09-06,,,,
USA,Alabama,2021-09-07,6294340.0,2485579.0,1930090.0,
USA,Alabama,2021-09-08,6299020.0,2491633.0,1938065.0,
USA,Alabama,2021-09-09,6337120.0,2493041.0,1940044.0,
USA,Alabama,2021-09-10,6388850.0,2504656.0,1956859.0,
USA,Alabama,2021-09-11,6427570.0,2506484.0,1959493.0,
USA,Alabama,2021-09-12,6427570.0,2514065.0,1971041.0,
USA,Alabama,2021-09-13,,,,
USA,Alabama,2021-09-14,6447940.0,2516176.0,1980807.0,
USA,Alabama,2021-09-15,6485880.0,2520979.0,1988025.0,
USA,Alabama,2021-09-16,6503890.0,2526998.0,1997364.0,
USA,Alabama,2021-09-17,6525240.0,2535635.0,2010919.0,
USA,Alabama,2021-09-18,6545280.0,2537329.0,2013023.0,
USA,Alabama,2021-09-19,6545280.0,2543475.0,2023759.0,
USA,Alabama,2021-09-20,6545280.0,2547021.0,2030149.0,
USA,Alabama,2021-09-21,6547850.0,2552143.0,2038644.0,
USA,Alabama,2021-09-22,6561280.0,2555237.0,2043972.0,
USA,Alabama,2021-09-23,6589940.0,2556115.0,2045238.0,
USA,Alabama,2021-09-24,6601120.0,2558569.0,2049383.0,
USA,Alabama,2021-09-25,6639550.0,2565735.0,2060935.0,
USA,Alabama,2021-09-26,6639550.0,2570413.0,2069026.0,
USA,Alabama,2021-09-27,6639550.0,2572916.0,2073717.0,
USA,Alabama,2021-09-28,6646890.0,2577657.0,2081567.0,
USA,Alabama,2021-09-29,6670090.0,2578863.0,2083182.0,
USA,Alabama,2021-09-30,6665330.0,2583590.0,2089852.0,
USA,Alabama,2021-10-01,6709370.0,2584258.0,2090806.0,
USA,Alabama,2021-10-02,6738280.0,2586950.0,2094920.0,2985.0
USA,Alabama,2021-10-03,6736650.0,2592096.0,2103203.0,10683.0
USA,Alabama,2021-10-04,6736230.0,2595947.0,2109349.0,14974.0
USA,Alabama,2021-10-05,6742810.0,2597448.0,2111925.0,15821.0
USA,Alabama,2021-10-06,6757960.0,2600070.0,2115732.0,19856.0
USA,Alabama,2021-10-07,6781040.0,2602402.0,2118943.0,23696.0
USA,Alabama,2021-10-08,6829510.0,2608058.0,2126766.0,31360.0
USA,Alabama,2021-10-09,6858210.0,2609534.0,2128926.0,33007.0
USA,Alabama,2021-10-10,,,,
USA,Alabama,2021-10-11,,,,
USA,Alabama,2021-10-12,6864150.0,2616672.0,2139547.0,42621.0
USA,Alabama,2021-10-13,6884990.0,2617643.0,2140724.0,43473.0
USA,Alabama,2021-10-14,6900590.0,2620146.0,2144120.0,47184.0
USA,Alabama,2021-10-15,6916550.0,2622428.0,2147033.0,50387.0
USA,Alabama,2021-10-16,6945360.0,2625208.0,2150508.0,54596.0
USA,Alabama,2021-10-17,6937340.0,2629346.0,2155609.0,60775.0
USA,Alabama,2021-10-18,6936920.0,2631267.0,2157856.0,62992.0
USA,Alabama,2021-10-19,6946650.0,2632750.0,2159523.0,64151.0
USA,Alabama,2021-10-20,6981680.0,2634995.0,2162284.0,68128.0
USA,Alabama,2021-10-21,6999770.0,2637734.0,2165154.0,72537.0
USA,Alabama,2021-10-22,7045270.0,2644229.0,2170323.0,70977.0
USA,Alabama,2021-10-23,7062480.0,2648588.0,2174923.0,79836.0
USA,Alabama,2021-10-24,7061780.0,2650133.0,2176540.0,83012.0
USA,Alabama,2021-10-25,7058840.0,2652037.0,2177980.0,87259.0
USA,Alabama,2021-10-26,7069650.0,2653566.0,2179242.0,90226.0
USA,Alabama,2021-10-27,7123260.0,2659115.0,2183682.0,106328.0
USA,Alabama,2021-10-28,7163060.0,2663952.0,2187378.0,119985.0
USA,Alabama,2021-10-29,7220460.0,2668028.0,2190701.0,133115.0
USA,Alabama,2021-10-30,7264740.0,2672040.0,2194074.0,145269.0
USA,Alabama,2021-10-31,7266450.0,2673656.0,2195532.0,150509.0
USA,Alabama,2021-11-01,7263250.0,2676227.0,2197549.0,155963.0
USA,Alabama,2021-11-02,7302580.0,2677664.0,2198533.0,158669.0
USA,Alabama,2021-11-03,7316580.0,2682405.0,2202285.0,173053.0
USA,Alabama,2021-11-04,7354360.0,2685449.0,2204677.0,181577.0
USA,Alabama,2021-11-05,7401100.0,2688481.0,2207077.0,189925.0
USA,Alabama,2021-11-06,7407740.0,2689496.0,2208029.0,192473.0
USA,Alabama,2021-11-07,7423960.0,2693121.0,2211121.0,203008.0
USA,Alabama,2021-11-08,7423960.0,2695826.0,2213458.0,208680.0
USA,Alabama,2021-11-09,7456320.0,2696907.0,2214496.0,210032.0
USA,Alabama,2021-11-10,7504060.0,2701228.0,2218371.0,222047.0
USA,Alabama,2021-11-11,,,,
USA,Alabama,2021-11-12,7664290.0,2702878.0,2219557.0,224860.0
USA,Alabama,2021-11-13,7683490.0,2706002.0,2221462.0,230987.0
USA,Alabama,2021-11-14,7680930.0,2714714.0,2228585.0,251525.0
USA,Alabama,2021-11-15,7679330.0,2718301.0,2230181.0,256328.0
USA,Alabama,2021-11-16,7696280.0,2720602.0,2231219.0,258231.0
USA,Alabama,2021-11-17,7723600.0,2724085.0,2233411.0,268383.0
USA,Alabama,2021-11-18,7750770.0,2731073.0,2237829.0,285449.0
USA,Alabama,2021-11-19,7781660.0,2733032.0,2238958.0,289685.0
USA,Alabama,2021-11-20,7825960.0,2740397.0,2243092.0,304909.0
USA,Alabama,2021-11-21,7822360.0,2742393.0,2244148.0,308822.0
USA,Alabama,2021-11-22,7818860.0,2745330.0,2245543.0,313536.0
USA,Alabama,2021-11-23,7827970.0,2749881.0,2247882.0,322129.0
USA,Alabama,2021-11-24,7847520.0,2755913.0,2254666.0,330439.0
USA,Alabama,2021-11-25,,,,
USA,Alabama,2021-11-26,,,,
USA,Alabama,2021-11-27,,,,
USA,Alabama,2021-11-28,,,,
USA,Alabama,2021-11-29,7802940.0,2767489.0,2262464.0,349544.0
USA,Alabama,2021-11-30,7834540.0,2772024.0,2264466.0,356577.0
USA,Alabama,2021-12-01,7870000.0,2776759.0,2266861.0,366464.0
USA,Alabama,2021-12-02,7880350.0,2780216.0,2268570.0,371348.0
USA,Alabama,2021-12-03,7902810.0,2788826.0,2273361.0,390983.0
USA,Alabama,2021-12-04,7895690.0,2791469.0,2274438.0,396768.0
USA,Alabama,2021-12-05,7868950.0,2797899.0,2278670.0,410642.0
USA,Alabama,2021-12-06,7866010.0,2801384.0,2281756.0,417371.0
USA,Alabama,2021-12-07,7894870.0,2804132.0,2283759.0,422668.0
USA,Alabama,2021-12-08,7929510.0,2807664.0,2286632.0,430884.0
USA,Alabama,2021-12-09,7935800.0,2809478.0,2288180.0,434525.0
USA,Alabama,2021-12-10,7950160.0,2815260.0,2293071.0,448997.0
USA,Alabama,2021-12-11,7997400.0,2819200.0,2296493.0,459161.0
USA,Alabama,2021-12-12,7999700.0,2820475.0,2297625.0,462537.0
USA,Alabama,2021-12-13,7999700.0,2822664.0,2299840.0,467193.0
USA,Alabama,2021-12-14,8020150.0,2825574.0,2302467.0,474243.0
USA,Alabama,2021-12-15,8050350.0,2828316.0,2304915.0,480227.0
USA,Alabama,2021-12-16,8069670.0,2829865.0,2306267.0,482834.0
USA,Alabama,2021-12-17,8120290.0,2834061.0,2309833.0,493907.0
USA,Alabama,2021-12-18,8039060.0,2837454.0,2312217.0,502762.0
USA,Alabama,2021-12-19,8008500.0,2838792.0,2313129.0,505747.0
USA,Alabama,2021-12-20,7977980.0,2840554.0,2314410.0,509455.0
USA,Alabama,2021-12-21,7985890.0,2842738.0,2316077.0,514090.0
USA,Alabama,2021-12-22,8016810.0,2845635.0,2318310.0,521603.0
USA,Alabama,2021-12-23,8046130.0,2849954.0,2321403.0,532322.0
USA,Alabama,2021-12-24,,,,
USA,Alabama,2021-12-25,,,,
USA,Alabama,2021-12-26,,,,
USA,Alabama,2021-12-27,7994150.0,2860243.0,2328730.0,557647.0
USA,Alabama,2021-12-28,7994010.0,2863485.0,2331596.0,564539.0
USA,Alabama,2021-12-29,8039790.0,2864442.0,2332287.0,566205.0
USA,Alabama,2021-12-30,8051430.0,2868764.0,2335344.0,574981.0
USA,Alabama,2021-12-31,,,,
USA,Alabama,2022-01-01,,,,
USA,Alabama,2022-01-02,,,,
USA,Alabama,2022-01-03,,,,
USA,Alabama,2022-01-04,8027420.0,2884819.0,2345599.0,603124.0
USA,Alabama,2022-01-05,8071240.0,2886070.0,2346404.0,604626.0
USA,Alabama,2022-01-06,8391130.0,2890246.0,2349085.0,611874.0
USA,Alabama,2022-01-07,8391130.0,2894430.0,2351731.0,619829.0
USA,Alabama,2022-01-08,8498480.0,2898115.0,2354087.0,627028.0
USA,Alabama,2022-01-09,8499980.0,2900267.0,2355660.0,631515.0
USA,Alabama,2022-01-10,8499580.0,2903320.0,2357727.0,637400.0
USA,Alabama,2022-01-11,8582180.0,2904923.0,2358758.0,639783.0
USA,Alabama,2022-01-12,8622020.0,2908943.0,2361490.0,647357.0
USA,Alabama,2022-01-13,8642820.0,2912053.0,2363643.0,652629.0
USA,Alabama,2022-01-14,8667990.0,2919436.0,2369558.0,663227.0
USA,Alabama,2022-01-15,8707560.0,2922396.0,2371514.0,669006.0
USA,Alabama,2022-01-16,,,,
USA,Alabama,2022-01-17,,,,
USA,Alabama,2022-01-18,8710160.0,2927217.0,2374104.0,676917.0
USA,Alabama,2022-01-19,8727360.0,2962441.0,2396308.0,630356.0
USA,Alabama,2022-01-20,8736560.0,2963667.0,2397146.0,631073.0
USA,Alabama,2022-01-21,8764630.0,2969685.0,2401094.0,641471.0
USA,Alabama,2022-01-22,8795830.0,2969945.0,2401192.0,641283.0
USA,Alabama,2022-01-23,8798430.0,2985706.0,2411652.0,672921.0
USA,Alabama,2022-01-24,8798530.0,2986497.0,2412148.0,673617.0
USA,Alabama,2022-01-25,8824030.0,2989103.0,2414385.0,678094.0
USA,Alabama,2022-01-26,8840730.0,2992597.0,2417639.0,685126.0
USA,Alabama,2022-01-27,8855430.0,2993196.0,2418268.0,685883.0
USA,Alabama,2022-01-28,8874230.0,2996356.0,2421487.0,691609.0
USA,Alabama,2022-01-29,8897300.0,2996882.0,2421967.0,692194.0
USA,Alabama,2022-01-30,8897300.0,2998983.0,2423893.0,695654.0
USA,Alabama,2022-01-31,8897300.0,3000205.0,2425057.0,697064.0
USA,Alabama,2022-02-01,8903600.0,3001733.0,2426408.0,698716.0
USA,Alabama,2022-02-02,8913200.0,3003096.0,2427838.0,700723.0
USA,Alabama,2022-02-03,8924900.0,3004743.0,2429527.0,703395.0
USA,Alabama,2022-02-04,8927700.0,3006718.0,2431444.0,705904.0
USA,Alabama,2022-02-05,8932500.0,3008488.0,2433084.0,707890.0
USA,Alabama,2022-02-06,8934700.0,3009912.0,2434307.0,709150.0
USA,Alabama,2022-02-07,8934700.0,3010724.0,2435296.0,710290.0
USA,Alabama,2022-02-08,8941300.0,3012729.0,2437859.0,713025.0
USA,Alabama,2022-02-09,8976400.0,3014105.0,2439486.0,714917.0
USA,Alabama,2022-02-10,8989300.0,3014623.0,2440010.0,715189.0
USA,Alabama,2022-02-11,9003600.0,3016727.0,2442615.0,718467.0
USA,Alabama,2022-02-12,9013500.0,3018303.0,2444148.0,720410.0
USA,Alabama,2022-02-13,9013800.0,3018754.0,2444634.0,720772.0
USA,Alabama,2022-02-14,9013800.0,3019677.0,2445646.0,721814.0
USA,Alabama,2022-02-15,9017400.0,3021405.0,2448121.0,724879.0
USA,Alabama,2022-02-16,9023700.0,3021893.0,2448559.0,724974.0
USA,Alabama,2022-02-17,9180640.0,3024814.0,2451886.0,750315.0
USA,Alabama,2022-02-18,9197040.0,3025797.0,2452990.0,751552.0
USA,Alabama,2022-02-19,9207240.0,3026281.0,2453426.0,751771.0
USA,Alabama,2022-02-20,,,,
USA,Alabama,2022-02-21,,,,
USA,Alabama,2022-02-22,9212140.0,3030186.0,2457846.0,758164.0
USA,Alabama,2022-02-23,9223840.0,3030412.0,2458072.0,758253.0
USA,Alabama,2022-02-24,9229440.0,3031464.0,2459363.0,759750.0
USA,Alabama,2022-02-25,9245840.0,3032452.0,2460564.0,761308.0
USA,Alabama,2022-02-26,9252240.0,3033599.0,2461775.0,762403.0
USA,Alabama,2022-02-27,,,,
USA,Alabama,2022-02-28,9253940.0,3034896.0,2463410.0,764427.0
