location,date,people_vaccinated,people_fully_vaccinated,total_boosters,source_url
Greece,2024-02-29,7937718,7647013,7456042,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-01,7937725,7647015,7456320,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-02,7937725,7647015,7456321,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-03,7937725,7647015,7456358,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-04,7937727,7647015,7456569,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-05,7937732,7647016,7457009,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-06,7937736,7647016,7457275,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-07,7937741,7647017,7457589,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-08,7937745,7647017,7457809,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-11,7937750,7647021,7458027,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-12,7937756,7647022,7458285,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-13,7937763,7647025,7458494,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-14,7937769,7647027,7458757,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-15,7937771,7647027,7458863,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-16,7937772,7647028,7458866,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-19,7937775,7647029,7459143,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-20,7937782,7647033,7459312,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-21,7937795,7647034,7459530,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-22,7937798,7647036,7459615,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-23,7937798,7647036,7459616,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-26,7937801,7647038,7459705,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,2024-03-27,7937808,7647040,7459774,https://www.data.gov.gr/datasets/mdg_emvolio/
